"","Site","Logger","Winter","UniqueLoggerWinter","DateTime","TempC","MAST","DistEntrM","SiteType","ElevM","TPI","CHILI","PercTree","SnowDays","SWE","gwDepthM"
"35",106,"A113Z",2015,"A113Z.2015","2016-01-03 11:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"36",106,"A113Z",2015,"A113Z.2015","2016-02-13 15:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"37",106,"A113Z",2015,"A113Z.2015","2016-01-13 19:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"38",106,"A113Z",2015,"A113Z.2015","2016-02-29 23:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"39",106,"A113Z",2015,"A113Z.2015","2016-02-12 15:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"40",106,"A113Z",2015,"A113Z.2015","2016-01-10 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"41",106,"A113Z",2015,"A113Z.2015","2016-02-09 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"42",106,"A113Z",2015,"A113Z.2015","2016-02-27 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"43",106,"A113Z",2015,"A113Z.2015","2016-02-05 11:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"44",106,"A113Z",2015,"A113Z.2015","2016-01-08 05:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"45",106,"A113Z",2015,"A113Z.2015","2016-02-17 23:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"46",106,"A113Z",2015,"A113Z.2015","2015-12-28 21:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"47",106,"A113Z",2015,"A113Z.2015","2015-12-08 05:29:01",8.113,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"48",106,"A113Z",2015,"A113Z.2015","2016-02-10 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"49",106,"A113Z",2015,"A113Z.2015","2016-02-17 05:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"50",106,"A113Z",2015,"A113Z.2015","2016-02-23 01:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"51",106,"A113Z",2015,"A113Z.2015","2016-01-19 19:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"52",106,"A113Z",2015,"A113Z.2015","2016-02-01 11:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"53",106,"A113Z",2015,"A113Z.2015","2016-02-06 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"54",106,"A113Z",2015,"A113Z.2015","2016-01-24 09:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"55",106,"A113Z",2015,"A113Z.2015","2016-02-01 13:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"56",106,"A113Z",2015,"A113Z.2015","2016-02-26 13:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"57",106,"A113Z",2015,"A113Z.2015","2015-12-15 01:29:01",8.113,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"58",106,"A113Z",2015,"A113Z.2015","2015-12-17 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
